content,channelName,title
中新社北京10月23日电 为持续提升中国冬季天然气供应能力，中石油正积极筹措各路资源。在进口资源方面，中石油23日表示，即将到来的冬天，除了密切跟踪中亚天然气资源的供应能力，按最大能力安排中缅天然气管道运行，入冬前将现货LNG资源采购到位外，中石油还将确保12月中俄东线正常供气。中俄东线是中国四大油气战略通道的重要组成部分。2014年5月，中国石油和俄罗斯天然气工业股份公司签署《中俄东线供气购销合同》，合同约定总供气量超过1万亿立方米、年供气量380亿立方米，期限30年。经过前期充分准备和两次试验段摸索建设，中俄东线境内段于2017年底全面加速建设，经过近两年的持续奋战，中俄东线北段2019年10月16日贯通。据介绍，从2019年12月1日起，俄罗斯开始通过中俄东线向中国供气，首期按每年50亿立方米供气，最终达到每年380亿立方米供气量。与此同时，在内部挖潜方面，中石油加大勘探开发力度。全力以赴推进长庆、塔里木和西南等主力气田增储上产，加大勘探开发、地面建设、储运设施等投入，加快长庆苏里格、神木，四川高磨溪震旦系以及页岩气示范区产能建设。中石油表示，2019年冬季期间，国产气增幅不低于上半年水平。在储气设施方面，中石油表示，将着力提高储气库强注强采和大进大出能力，入冬前将管网管存、接收站罐存和储气库库存提升至较高水平，切实发挥好季节调峰和削峰填谷作用，储气库计划采气增加22.3亿方，增幅31.7%。在“三大油”互联互通方面，中石油表示，2019年三季度以来，“三大油”公司在国家发改委和国家能源局组织下，加快深圳LNG外输管道等连接工程建设，及早启动LNG现货资源采购，加强衔接，优化互联互通资源串换模式，将从11月初开始全面启动天然气资源互供，确保互联互通工程为冬季天然气供应发挥最大作用。(完),科技,中石油：确保12月中俄东线正常供气
中新社北京10月23日电 题：施耐德电气中国区总裁：与中国协同发展才有未来“我们计划3年内在中国的研发投入增加50%，为深耕中国市场注入更多活力。”施耐德电气全球执行副总裁、中国区总裁尹正日前接受中新社记者专访时表示，施耐德电气进入中国32年，是改革开放的亲历者、受益者，也是贡献者。作为一家跨国公司，施耐德电气看好中国，未来将继续加大对华投资。改革开放新举措为外企增添信心对外开放是中国基本国策。日前召开的中国国务院常务会议指出，要扩大对外开放领域，促进投资便利化，平等保护外商投资合法权益，支持地方加大招商引资力度。“‘外资’成为这次国务院常务会议的‘高频词’，让我们感受到，中国扩大开放、优化营商环境的目标正在逐渐从决心转变为现实。”尹正表示，目前各项减税降费政策、稳外资政策的不断落实，正使得中国的营商环境变得越来越好。当前，全球经济形势错综复杂，贸易保护主义抬头。在国际机构连续下调世界经济增长预期的背景下，外企是否继续看好中国。在尹正看来，中国作为全球跨国公司最重要的市场之一，近期宣布的一系列深化改革和扩大开放的举措，为包括施耐德电气在内的外企带来了极大的发展机遇，也为外企在中国的发展增添了信心。中国目前已成为全球第二大经济体和全球经济的强大增长引擎，参与国际化分工、国际化合作的能力越来越强。而且随着中国经济由高速增长转向高质量发展，各行各业都在经历深刻的转型升级。2019年上半年，高技术制造业增加值增长9%，制造业技术改造投资增长13.1%。显现出中国新兴产业的活力。尹正认为，随着中国产业转型升级，给外资企业在传统行业转型、高端制造业等领域创造了新的投资机会。得益于中国知识产权保护力度全面加强和营商环境不断优化，施耐德电气计划3年内在中国的研发投入增加50%，为深耕中国注入更多活力。尹正说，近些年，随着中国知识产权保护制度的持续完善，外企的创新成果将进一步真正得到市场回报。外企要做中国发展的贡献者施耐德电气1987年进入中国，从一家不足百人的小型合资工厂起步，发展到今天已将中国开拓成为其全球第二大市场，在华员工超1.7万名。如果用一个词来总结在中国市场飞跃式发展的动因，尹正认为是：本土化。“我们始终把自己作为一家真正的中国公司来运营，与中国社会、经济和产业共同成长和发展。”尹正表示，施耐德电气一直坚持实行“中国原创”战略，从研发、人才培养到合作伙伴体系，均采取全面和鲜明的本土化策略与模式。据了解，中国已成为施耐德电气在全球员工人数最多的国家，也是施耐德电气四大研发中心之一，集团全球执委会三分之一的成员办公地点设在中国香港，施耐德电气中国区的高层管理人员几乎都是“土生土长”的本土化人才。正如施耐德电气集团主席兼首席执行官赵国华(Jean-Pascal Tricoire)在今年瑞士达沃斯世界经济论坛上所言，施耐德电气考虑未来发展战略，会从中国开始。尹正亦表示，施耐德电气对中国市场一直充满信心，也非常看好中国的发展前景和蕴藏的创新力量。融入数字化发展新契机进入新时代，中国由高速发展转向高质量发展。而“数字化”在转型中扮演着越来越重要的角色。中国国家互联网信息办公室日前发布的《数字中国建设发展报告(2018年)》指出，2018年中国数字经济规模已达到31万亿元人民币，占GDP的三分之一。这正成为施耐德电气进一步融入中国经济社会发展的新契机，尹正表示，施耐德电气在专注的能效管理和自动化领域，正在探索“数字化”创新。“站在新的腾飞节点，外资在华发展也应步入新时代，不仅要做改革开放的受益者，更应重新定位自身的价值与角色，与中国合作伙伴协作共赢，成为中国发展的贡献者。”尹正说。(完),科技,施耐德电气中国区总裁：与中国协同发展才有未来
太原10月22日电 (吴琼)22日，2019太原能源低碳发展论坛在山西太原开幕。在此期间，全球能源领域专家围绕“核能安全利用与行业发展展望”各抒己见。与会专家认为以核电替代部分煤电，对促进节能减排，推动能源低碳发展具有较大意义。“当前，中国正处于从核大国向核强国迈进的关键阶段，以核电为龙头的核能行业发展进入竞争力相对减弱、发展空间受到持续挤压的新常态。”中国核工业集团有限公司副总经理李清堂介绍，沿海核电项目开工进程缓慢，内陆核电项目一再遇冷，在当前行业发展形势下，如何把握方向，科学、合理、高效地发展对国内核能企业提出了新要求。李清堂指出，核电作为一种技术层次的清洁能源，不排放二氧化碳、烟尘等，以核电替代部分煤电可以减少煤炭开采、运输和燃烧总量，是电力工业减排污染物的有效途径，也是减少全球温室效应的重要措施。要将绿色发展理念有效融入全产业链，为社会提供清洁高效能源，在优化能源结构和保障能源供给的同时，不断扩大中国核技术应用领域，服务于国民经济建设。目前，核能技术已经渗透到能源、工业、农业等各个领域，如何利用好核科学技术，成为当前面对的极为重要的问题。国际能源署(IEA)中国合作部原主任涂建军在进行《5A时代的中国核电发展》主题报告时提出自己的观点。吴琼 摄国际能源署(IEA)中国合作部原主任涂建军在进行《5A时代的中国核电发展》主题报告时提出自己的观点。他认为，面临煤电产能过剩与可再生能源成本快速下降的双重挤压，中国核电行业的未来具有相当的不确定性，需要尽快出台内陆核电是否开闸这一政治性决策，要具备全球性行业性的系统思维，推动核能行业发展。在生态核电方面，中国广核集团有限公司投资发展部总经理郝坚从生态理念和项目实践两方面介绍，他提出，生态核电要处理好与项目投资、工期等方面的关系；核电建设要统筹考虑核电全产业链协调发展，实现核电与经济社会、生态环境协调发展；希望核电的参与者、政府、核电产业链上下游单位共同参与生态核电理念的实践，推动能源行业生态化进程，发展生态火电、生态气电、生态风电、生态太阳能等。论坛期间，生态环境部核设施安全监管司副司长巢哲雄针对《中国的核安全》白皮书，从白皮书发表意义、主要内容和特点、贯彻落实白皮书的举措等方面加以解读。在核能安全方面，巢哲雄也提出了自己的建议。他指出，坚持发展与安全并重，树立安全就是最大的效益的理念，坚持安全第一、质量第一方针；增强守法意识，健全行业安全管理机制；加强核安全文化建设，将核安全文化融入生产、经营、管理生产环节；加强国际合作，推动核安全和核电一起“走出去”。(完),科技,核电替代部分煤电 全球专家山西聚焦核能安全利用
中新社北京10月22日电 (记者 闫晓虹)中国积极致力推动大功率充电技术应用，推动电动汽车发展。记者于22日召开的电动汽车大功率充电技术与标准预研工作总结会获悉，大功率充电标准工作组最新规划了大功率充电标准体系，并将于2019年底前制定完成电动客车大功率充电标准，结合大功率充电示范试点项目建设，对大功率充电设备、通信协议等标准进行技术验证；在今明两年完成相关标准立项启动，计划于2021年上半年完成标准编制工作。本次会议由中国电力企业联合会标准化管理中心、国家电网、能源行业电动汽车充电设施标准化技术委员会大功率充电技术与标准预研工作组、中国汽车技术研究中心等主办，旨在交流中国大功率充电技术解决方案，推动国际合作，服务电动汽车发展。与会专家认为，中国的大功率充电既是电动汽车发展的需要，也是充电运营商和充电车主的需要，主要解决解决长续航充电、运营车辆快速补电、特大城市公共充电和高速公路充电等应用场景的充电需求。在今后很长一段时间内，大功率充电技术将和现有充电技术路线长期并存。同时，发展大功率充电技术是一项系统工程，需要电动汽车、动力电池、充电设施、电网各行业共同努力、协调发展。大功率充电技术目标是近期满足10分钟至15分钟实现充电80%，未来功率将达到900kW，实现更快速度的能量补充。大功率充电技术为今后机械辅助自动充电、小功率充电预留了技术发展空间。迄今，国网电动汽车公司、万帮新能源投资集团、深圳奥特迅电力设备股份有限公司已分别在北京、常州、南京、深圳、许昌进行了大功率充电示范工程建设，联合北汽、一汽、比亚迪、戴姆勒、宝马、奥迪等车企，按照统一设计的新连接组件技术方案进行了联合实车测试，并达到预期目标。(完),科技,中国致力推动大功率充电技术应用 推动电动汽车发展
乌鲁木齐10月22日电 (石怀平 孙广权)时下，在新疆喀什地区塔什库尔干县35千伏瓦恰乡至马尔洋乡输电工程建设现场，来自国网新疆电力喀什供电公司的300多名电力建设者们正克服高海拔、缺氧、强紫外线等困难，在海拔4000多米的达坂进行组塔工作，挑战“生命禁区”。塔什库尔干县马尔洋乡、大同乡和叶城县西合休乡位于帕米尔高原上，平均海拔4500米以上，自然条件恶劣。人工开挖基坑。石怀平 摄2014年，新疆通过大电网延伸和光伏发电的方式解决了无电人口的用电问题。但是受制于帕尔米高原的自然条件，塔什库尔干县马尔洋乡、大同乡及叶城县西合休乡电网长久以来处于孤网运行状态，供电一直以来都靠小水电和光伏板勉强支撑。为进一步提高这里的供电可靠性，2019年6月，新疆决定以大电网延伸的方式解决供电问题。国网新疆电力公司积极响应政府号召，要求国网喀什供电公司年底前完成塔什库尔干县马尔羊乡2个光伏村通大网电工作，在2020年前完成后续7个光伏村通大网电。在4000余米的山顶组立铁塔。戚亚平 摄国网喀什供电公司克服高寒缺氧、紫外线强、交通不便、昼夜温差极大等困难，多次实地调研，制定通电方案，于8月启动大网电延伸工程建设。计划投资5亿余元，通过电网延伸方式，在2020年年底前解决马尔洋乡、大同乡、西合休乡1000余户农牧民的供电问题。因工程建设海拔均在4000米以上，线路需穿越高山和高寒缺氧区，施工条件艰苦，有效施工期短。但大网电延伸通电工程是民生工程，国网喀什供电公司攻坚克难，挑战“生命禁区”。在安全方面，结合施工现场的自然环境有针对性的制定安全措施；在质量方面，严格落实保障与监督体系，加强过程管控；在进度方面，充分利用“双代号时标网络计划图”，优化资源配置。通过以上措施的落实，为光伏行政村通大网电工程按期通电奠定基础。(完),科技,国网新疆电力挑战“生命禁区”推进光伏村通大网电工程
中新社太原10月22日电 (杨佩佩 胡健)2019能源革命展22日在山西太原开展。列车车底检测机器人、煤矿探放水智能管理系统等一大批保障能源安全的新技术、新业态、新模式亮相本次展览。记者在展览现场发现，“能源+科技”的新路径成为保障中国能源安全的新举措。山西作为煤炭大省，矿区存在矿点数量多、位置偏远、应用交付及运输成本高，矿点无专业机房、IT设备运行环境差等现状，对有关部门的监管工作造成了很大困扰。由精英数智科技股份有限公司、华为技术有限公司和煤炭科学技术研究院有限公司共同打造的“煤矿大脑”，使山西实现了安监系统交付极简、统一监管和业务创新，得以更有力地保障煤炭生产安全。精英数智科技股份有限公司市场总监王宇表示，“煤矿大脑”基于人工智能去识别煤矿井下的各种场景。探水检测、违章识别、煤岩识别、皮带监测等功能可提高验收效率、减少现场人员数量以及减少井下作业事故发生。杭州申昊科技股份有限公司最新研发的防爆型轮式巡检机器人满足油气行业场景的防爆要求。该公司产品总监季宝江介绍，该产品解决油气厂区日常巡检存在的各类问题，降低巡检工作强度，提高工作效率、巡检质量和安全性，并将巡检数据结构化存储和分析，有效排除安全隐患，保障油气厂区的生产与运营安全。该产品目前已在陕西油田投入试用，还在不断改进中。2019能源革命展展区面积共计2万平方米，分为主题展区和企业展区，集中展示中国乃至全球能源革命、能源转型的路径、举措。(完),科技,“能源+科技”成为保障中国能源安全新举措
中新社兰州10月22日电 (记者 丁思)西班牙纳瓦拉自治区代表团一行22日在甘肃兰州与当地企业进行面对面对接，寻求拓展合作领域。当日，由甘肃省人民政府和西班牙纳瓦拉自治区政府主办的“甘肃—纳瓦拉友好合作交流会”在兰州举行，双方政府部门、企业代表和相关领域专家进行推介、座谈。“纳瓦拉新能源技术运用和电动自动汽车智能化，以及欧洲市场的开拓”是兰州亚太新能源汽车有限公司总经理苟志华最为关注的。他接受中新社记者采访时说，该公司生产的环卫车已出口至哈萨克斯坦、吉尔吉斯斯坦等中西亚国家，欧洲市场是公司未来的目标，纳瓦拉在新能源技术研发和国际市场认证具有优势，双方可进一步深化合作。甘肃省和纳瓦拉自治区自2005年互结友好以来，两省区高层互访频繁，人员往来密切，在经贸、文化、旅游、教育等各领域合作不断扩大。2018年10月，两省区在纳瓦拉首次合作举办了“纳瓦拉—甘肃经贸论坛”。2019年1至7月，甘肃省与西班牙外贸进出口总值为1.45亿元人民币，同比增长26.6%；进口商品为铜精矿、锌精矿、镍锍等，出口商品主要为炉用炭电极、化工原料、铁合金、蔬菜种子等。截至2019年7月，西班牙企业累计在甘肃投资设立外商投资企业4家，主要涉及光伏逆变器等行业。纳瓦拉自治区经济与企业发展部部长马努·艾尔迪已走访了甘肃张掖、嘉峪关、敦煌等地，他说，双方已在文化、经济、旅游方面展开了合作，还可以在教育、新能源等其它领域展开更为细致的、持续性的合作，并探讨解决全球性发展的难题。甘肃省副省长何伟说，该省正着力扩大对外开放和国际交流与合作，期待双方以“一带一路”建设为契机，寻求新的合作机遇，不断拓展合作领域，尤其要深化在文化、教育、旅游、经贸、畜牧业和新能源等方面的交流合作，实现优势互补、资源共享、共同发展、互利共赢。(完),科技,甘肃与西班牙纳瓦拉拓合作领域 新能源备受青睐
西宁10月22日电 (孙睿)地处三江源腹地的青海省果洛藏族自治州甘德县委宣传部22日向记者透露，该县江千乡生活垃圾低温热解处理站日前举行点火仪式，标志着三江源地区首个生活垃圾低温热解处理站点建成投运。地处青海省的三江源区是中国乃至亚洲重要的水源涵养生态功能区，也是生物多样性资源宝库和遗传基因库之一，被誉为“中华水塔”、“高寒生物自然种质资源库”，其生态地位独特而无可替代。但近年来由于垃圾随着数量的增多对生态环境存在严重威胁。甘德县江千乡党委书记塔松说：“自今年7月份以来，我们多次与青海省科技厅协商，争取到了三江源地区首个生活垃圾低温热解处理站。在三个月的努力建设后，于10月19日建成投运，经过这几天的运行观察，一切正常，并已处理了5吨垃圾。”据江千乡生活垃圾低温热解处理站建设项目部负责人介绍，该项目建设面积400平方米左右，总投资165万余元人民币，垃圾处理设备为2吨，每日处理垃圾量为1.22吨。该项目采用低温自然分解的原理，生活垃圾经过简单分选，去除不可处理物质(如玻璃、陶瓷、石头、金属)等，将余下部分的生活垃圾送入热解炉热解，热解过程产生的烟气由下至上通过烟气净化处理设备处理后无烟无色达标排放。“该项目可以解决果洛藏族自治州村镇生活垃圾回收转运以及综合处置的难题，同时能满足果洛藏族自治州对村镇生活垃圾的减量化、资源化、无害化的要求，不仅改善了当地环境质量，节约土地资源，还保护了周边原生生态体系，环境效益非常显著。”江千乡生活垃圾低温热解处理站建设项目部负责人说。甘德县委常委、宣传部部长张生鹏表示，实现全域无垃圾是果洛州在全省率先进行的示范工作，江千乡生活垃圾低温热解处理站的建成标志着江千乡在全州全域乃至整个三江源地区无垃圾示范州的建设工作中做出了很好的探索。(完),科技,三江源地区首个生活垃圾低温热解处理站建成投运
中新社厦门10月22日电 (记者 周音)中国中铁电气化局22日披露，为保证厦门市轨道交通2号线地铁海底隧道的区间排水、通风、照明，中国中铁电气化局在厦门市海沧区大兔屿岛上修建了中国第一座岛上地铁跟随式降压变电所，现已完成调试与送电，列车开始上线试运行。厦门市轨道交通2号线工程起点位于天竺山森林公园山脚下，终至厦门岛五缘湾，全长41.6公里，共设32座车站。自2015年7月1日全线开工至今，厦门轨道交通2号线已实现“洞通”“轨通”“电通”等关键工期，力争2019年底开通试运营。该线作为厦门市地铁线网的中心放射骨干线，连接陆上的海沧区和厦门岛，修建中需要穿过2784米的海域，基于厦门区域的地质结构复杂因素，海底隧道最终采用了盾构法施工，属中国国内首次。地铁变电所设备如同人的“心脏”，负责为列车行驶和车站照明、空调等设备提供充足的电能。刘鹏 摄中国中铁电气化局三公司厦门地铁2号线35kV变电所施工1标段施工负责人牛万广对中新社记者说，为保障轨道交通2号线试运行顺利开展，作业人员攻克了大型变压设备跨海登岛运输、安装施工以及海底隧道至岛上的电缆敷设等施工难题，为试运行顺利开展提供了保障。牛万广介绍，地铁变电所设备如同人的“心脏”，负责为列车行驶和车站照明、空调等设备提供充足的电能。跟随所是对降压变电所的补充，主要负责对0.4千伏电源再分配。相关人士表示，厦门轨道交通2号线构建了本岛与海沧区的快速过海连接通道，是促进岛内外城市新功能区的开发建设及城市环境的一条重要地铁交通线路。(完),科技,中国第一座岛上地铁跟随式降压变电所投入使用
西宁10月22日电(罗云鹏 何炳勋)中国国家电网青海电科院22日介绍，该省新能源消纳取得新突破，全网弃电率未超过5%，实现新能源高效消纳。青海水电资源丰富，太阳能、风能资源得天独厚，拥有可用于光伏发电和风电场建设的荒漠化土地10万平方公里，是发展新能源产业的理想之地，2018年2月中国官方正式批复同意青海建设国家清洁能源示范省。资料图为青海东部河湟地区光伏电站。钟欣 摄中国国家电网青海电科院介绍，过去一年，青海省新能源发电量达125.69亿千瓦时，已成为目前世界上光伏电站大规模并网最集中的地区，新能源的迅猛发展和大规模接入给青海电网的运行和控制带来新的挑战。基于此，青海启动“考虑新能源发电不确定性的随机优化调度关键技术研究与示范”项目，旨在突破大规模新能源发电存在的随机性强、可控性弱、调度困难的技术瓶颈，通过“新能源发电年/月优化调度系统和短期随机优化调度系统”研发，实现最大化消纳新能源的同时有效降低调度决策风险。中国国家电网青海电科院介绍，通过在青海电力调度控制中心示范应用，青海电网近两年在新能源装机容量突破1400万千瓦、新能源场站个数超过290个，全网弃电率未超过5%。据了解，据介绍，今后该项目成果计划推广应用到新疆、山东等多个新能源高比例省份，预计将产生经济价值约1300万元人民币以上，对进一步促进新能源消纳和未来全清洁能源供电实践提供技术支撑。(完),科技,青海新能源消纳取得新突破 全网弃电率未超过5%
中新社北京10月21日电 (记者 庞无忌)中国成品油价迎年内第七次下调。中国国家发展和改革委员会21日发布的消息称，根据近期国际市场油价变化情况，按照现行成品油价格形成机制，自2019年10月21日24时起，国内汽、柴油价格每吨分别降低150元(人民币，下同)和145元。全国平均来看，折合升价，92号及95号汽油每升均下调0.12元，0号柴油每升下调0.12元。卓创资讯成品油分析师臧文刚表示，在本次调价政策落地后，油箱容量在50升的家用轿车，加满一箱92号汽油将较之前少花6元，出行成本小幅缩减。以月跑2000公里、百公里油耗在8升的小型私家车为例，到下次调价窗口开启(11月4日24时)之前的半个月时间内，消费者用油成本将降低9.6元左右。物流行业支出成本出现下降，臧文刚指出，以月跑10000公里，百公里油耗在38升的斯太尔重型卡车为例，未来半个月内，单辆车的燃油成本将降低228元左右。展望后市，卓创资讯成品油分析师孟鹏指出，石油市场对需求低迷的担忧持续存在，这将长期对国际油价形成打压。但是目前中美贸易谈判取得积极进展、中东政治局势依旧紧张，将对国际油价带来一定支撑。孟鹏预计，下一周期国际原油价格或整体延续震荡走势，国内成品油零售限价上调的概率较小。今年以来，中国国内成品油零售限价已经历21次调整，其中11次上调，7次下调，3次搁浅。涨跌互抵后，汽油累计上调幅度达每吨215元，柴油累计上调幅度达每吨225元。折合成升价，92号汽油每升累计上调0.17元，0号柴油累计上调0.19元。(完),科技,中国成品油价迎年内第七降
廊坊10月21日电 (宋敏涛 何志丹)中国石油管道局工程有限公司(以下简称管道局)21日透露，20日17时30分，在河北省唐山市玉田县境内，由管道局承建的中俄东线天然气管道互联互通工程(唐山-宝坻)线路第五试压段顺利通过清管测径，焊口检测结果全部合格，开启上水试压。中俄东线天然气管道工程(长岭—永清)第九标段是国家发改委2019年天然气基础设施互联互通重点工程。项目起自唐山联络压气站，终于宝坻联络站。线路途经唐山丰润区、玉田县、天津市宝坻区，线路长79.5公里，管径1219毫米，设计压力10兆帕，全线采用X80M钢管，计划11月30日投产。据管道局项目部经理侯文祥介绍，施工区域属于环渤海地区，人口稠密，交通发达，水网密布，对全线实施全自动焊带来极大挑战。沿途地形地貌复杂，地下水位高，经过鱼塘密集区，小型河流、沟渠穿越163处；经过高压线杆区，与三条在役管道并行敷设，地下障碍物穿越72处；涉及地方部门较多，沟通协调及施工组织难度极大。图为公司焊工精心施焊。陈博 摄面对穿越点众多、变壁管多、并行管线公里数多的复杂环境，以及工期紧、要求高、协调难、有效作业时间短的实际困难，项目部采取各项措施应对，对施工中的难点、特殊点进行详细分析，把握施工主动，千方百计排除对施工有影响的因素；施工中狠抓质量安全，实施“挂图作战”，动态识别并管控现场风险；加大监督检查，建立每日检查机制，累计发现质量安全不符合项140个，整改闭合135个；严格参建机组安全考核奖惩，推动责任落实。据管道局项目部党工委书记袁满仓介绍，管道局将唐山-宝坻互联互通工程视为京津冀冬季保供的政治工程，集全局之力加快项目建设。管道局层面统一协调，目前全线到位机组100多个，大中型设备1700多台套；建立工期滚动推进计划，及时核查纠偏，确保项目进度；加强科研支撑，派出多个专家小组现场蹲点服务，确保了自动焊工效和质量。项目自6月22日开工以来，已于9月30日实现主体焊接完工。焊接一次合格率93.1%，质量安全整体受控。(完),科技,中俄东线互联互通工程(唐山-宝坻)开启首段试压
